feature,outcome,auc_loso,n,approx_p_value,bh_q_value
session_middle_num_claims_own_idea,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,5.734634989096321e-09
session_end_num_claims_own_idea,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,5.293509220704296e-09
session_delta_num_claims_own_idea,outcome_has_funded_teams,0.01080246913580243,162,4.770674966181332e-10,8.788085464018244e-09
session_mean_num_defends,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,4.660199762317125e-09
session_beginning_num_defends,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_defends,outcome_has_funded_teams,0.013888888888888888,162,6.124833973331079e-10,4.561046575884846e-09
session_end_num_defends,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_defends,outcome_has_funded_teams,0.5,162,1.0,1.0
session_mean_num_novelty_recognized_self,outcome_has_funded_teams,0.027160493827160494,162,1.762970880392345e-09,1.0638617381677943e-08
session_beginning_num_novelty_recognized_self,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_novelty_recognized_self,outcome_has_funded_teams,0.0,162,1.9661605676901672e-10,4.915401419225418e-09
session_end_num_novelty_recognized_self,outcome_has_funded_teams,0.027777777777777776,162,1.8505741383734176e-09,9.964629975856864e-09
session_delta_num_novelty_recognized_self,outcome_has_funded_teams,0.027777777777777776,162,1.8505741383734176e-09,9.813650733798427e-09
session_mean_num_named_next_step,outcome_has_funded_teams,0.05432098765432099,162,1.4067287112951021e-08,5.7250587087591364e-08
session_beginning_num_named_next_step,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_named_next_step,outcome_has_funded_teams,0.013734567901234567,162,6.04900796119523e-10,5.571454701100869e-09
session_end_num_named_next_step,outcome_has_funded_teams,0.027469135802469135,162,1.806255145453406e-09,1.0715072896757492e-08
session_delta_num_named_next_step,outcome_has_funded_teams,0.027469135802469135,162,1.806255145453406e-09,1.0536488348478201e-08
session_mean_num_explores_possibility,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,7.443905395469439e-09
session_beginning_num_explores_possibility,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_explores_possibility,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,7.133742670658212e-09
session_end_num_explores_possibility,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_explores_possibility,outcome_has_funded_teams,0.5,162,1.0,1.0
session_mean_num_resource_complementarity,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,6.848392963831884e-09
session_beginning_num_resource_complementarity,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,6.5849932344537345e-09
session_middle_num_resource_complementarity,outcome_has_funded_teams,0.5,162,1.0,1.0
session_end_num_resource_complementarity,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_resource_complementarity,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,6.341104596140633e-09
session_mean_num_shares_factual_knowledge,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,6.1146365748498965e-09
session_beginning_num_shares_factual_knowledge,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_shares_factual_knowledge,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,5.903787037786107e-09
session_end_num_shares_factual_knowledge,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_shares_factual_knowledge,outcome_has_funded_teams,0.5,162,1.0,1.0
session_mean_num_evaluates,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,5.70699413652657e-09
session_beginning_num_evaluates,outcome_has_funded_teams,0.5,162,1.0,1.0
session_middle_num_evaluates,outcome_has_funded_teams,0.011111111111111072,162,4.891709259879917e-10,5.522897551477326e-09
session_end_num_evaluates,outcome_has_funded_teams,0.5,162,1.0,1.0
session_delta_num_evaluates,outcome_has_funded_teams,0.5,162,1.0,1.0
