normalized_name,record_type,conferences,raw_names,source_files,occurrence_count,unique_file_count
fatima hassan,output,2020NES,Fatima Hassan,outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json,8,2
feng jiao,output,2020NES,Feng Jiao,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13.json | outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_21_36/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_21_36.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_43_41/Zoom_Meeting_2020_11_06_10_43_41_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_43_41/Zoom_Meeting_2020_11_06_10_43_41_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_43_41/Zoom_Meeting_2020_11_06_10_43_41_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_43_41/Zoom_Meeting_2020_11_06_10_43_41_chunk4.json,68,19
fikile brushett,output,2020NES,Fikile Brushett,outputs/2020NES/output_2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_56/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_56.json,3,1
haotian wang,output,2020NES,Haotian Wang,outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk3.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk4.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk5.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk6.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk7.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk8.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk6.json,38,14
jane zelikova,output,2020NES,Jane Zelikova,outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk3.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk4.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk5.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk8.json | outputs/2020NES/output_2020_11_06_NES_S2/2020_11_06_09_59_04/2020_11_06_09_59_04_chunk9.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S4/Zoom_Meeting_2020_11_06_10_09_38/Zoom_Meeting_2020_11_06_10_09_38_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk8.json,63,28
jeff long,output,2020NES,Jeff Long,outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S8/2020_11_06_12_09_28/2020_11_06_12_09_28_chunk8.json,90,8
jen wilcox,output,2020NES,Jen Wilcox,outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk3.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk4.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk5.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk6.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk7.json | outputs/2020NES/output_2020_11_05_NES_S2/2020_11_05_11_57_33/2020_11_05_11_57_33_chunk8.json,31,8
jennifer wilcox,output,2020NES,Jennifer Wilcox,outputs/2020NES/output_2020_11_06_NES_S1/Zoom_Meeting_2020_11_06_10_17_47/Zoom_Meeting_2020_11_06_10_17_47_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S1/Zoom_Meeting_2020_11_06_10_17_47/Zoom_Meeting_2020_11_06_10_17_47_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S1/Zoom_Meeting_2020_11_06_10_17_47/Zoom_Meeting_2020_11_06_10_17_47_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S1/Zoom_Meeting_2020_11_06_10_17_47/Zoom_Meeting_2020_11_06_10_17_47_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.json,54,12
julia,output,2020NES,Julia,outputs/2020NES/output_2020_11_05_NES_S5/Zoom_Meeting_11_5_2020_12_11_13_PM/Zoom_Meeting_11_5_2020_12_11_13_PM.json,3,1
julia brown,output,2020NES,Julia Brown,outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk3.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk4.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk5.json | outputs/2020NES/output_2020_11_05_NES_S5/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM/5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM_chunk6.json | outputs/2020NES/output_2020_11_05_NES_S5/Zoom_Meeting_11_5_2020_12_17_50_PM/Zoom_Meeting_11_5_2020_12_17_50_PM.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json,94,21
kelsey hazell,truth,2020NES,Kelsey Hazell,analysis_v1/data/2020NES/2020NES_outcome.json,2,1
kevin tidwell,output,2020NES,Kevin Tidwell,outputs/2020NES/output_2020_11_06_NES_S12/6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_12_03/6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_12_03_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S12/6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_12_03/6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_12_03_chunk2.json,7,2
lindsey seitz,output,2020NES,Lindsey Seitz,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk2.json,4,2
mona razzaghi,output,2020NES,Mona Razzaghi,outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json,6,4
pete reiners,output,2020NES,Pete Reiners,outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk8.json,21,8
phil milner,output,2020NES,Phil Milner,outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_12_32/3_Sorbents_Zoom_Meeting_2020_11_05_12_12_32.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk1.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk2.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk3.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk4.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk5.json | outputs/2020NES/output_2020_11_05_NES_S3/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44/3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S7/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55/1_beyond_co2_Zoom_Meeting_2020_11_06_12_11_55_chunk6.json,47,11
remi bouteille,output,2020NES,Remi Bouteille,outputs/2020NES/output_2020_11_06_NES_S10/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00_chunk3.json,6,1
remi boutelle,output,2020NES,Remi Boutelle,outputs/2020NES/output_2020_11_06_NES_S10/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_15_06/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_15_06.json,3,1
remibouteille,output,2020NES,remibouteille,outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json,6,1
remy,output,2020NES,Remy,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13.json,3,1
roger,output,2020NES,Roger,outputs/2020NES/output_2020_11_05_NES_S5/Zoom_Meeting_11_5_2020_12_11_13_PM/Zoom_Meeting_11_5_2020_12_11_13_PM.json,7,1
sabarjee,output,2020NES,Sabarjee,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_57_35/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_57_35.json,4,1
shaama mallikarjun sharada,output,2020NES,Shaama Mallikarjun Sharada,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13.json,3,1
shama m sharada,output,2020NES,Shama M. Sharada,outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S3/2020_11_06_10_47_07/2020_11_06_10_47_07_chunk4.json,12,4
simona niguari,output,2020NES,Simona Niguari,outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk1.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk2.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk3.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk4.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk5.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk6.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk7.json | outputs/2020NES/output_2020_11_06_NES_S9/2020_11_06_12_09_40/2020_11_06_12_09_40_chunk8.json,18,8
speaker 1,output,2020NES,Speaker 1,outputs/2020NES/output_2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_58_47/4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_58_47.json | outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_57_35/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_57_35.json | outputs/2020NES/output_2020_11_06_NES_S7/Zoom_Meeting_2020_11_06_12_11_46/Zoom_Meeting_2020_11_06_12_11_46.json,9,3
speaker 2,output,2020NES,Speaker 2,outputs/2020NES/output_2020_11_06_NES_S7/Zoom_Meeting_2020_11_06_12_11_46/Zoom_Meeting_2020_11_06_12_11_46.json,3,1
tianbiao leo liu,output,2020NES,Tianbiao Leo Liu,outputs/2020NES/output_2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13.json,3,1
